payload_type,variant,seed,image,chi_square_p,rs_rate,ws_rate,payload_bias,payload_autocorr,payload_entropy
ascii_text,cover,1,6,8.435202413509356e-83,0.10836832262719738,0.0467851850008462,,,
ascii_text,cover,1,7,0.8933006816000942,0.007505896072164034,0.039928231448464545,,,
ascii_text,cover,1,8,7.677071895665625e-48,0.0,0.0,,,
ascii_text,cover,1,9,3.733534489569478e-22,0.00593783442561954,0.0,,,
ascii_text,cover,1,10,0.0,0.41467029626094876,0.22073847327209017,,,
ascii_text,cover,1,11,0.0,0.007937580280891263,0.006575236234637382,,,
ascii_text,cover,1,12,0.0,0.0,0.0,,,
ascii_text,cover,1,13,3.906484069535057e-17,0.0,0.0,,,
ascii_text,cover,1,14,8.749711751378213e-29,0.00390172924415872,0.004438234304130198,,,
ascii_text,cover,1,15,3.906484069535057e-17,0.0,0.0,,,
ascii_text,cover,1,16,8.159250511066146e-12,0.00602114395379416,0.0,,,
ascii_text,cover,1,17,0.05101594999135635,0.021654299520254307,0.005898903031078768,,,
ascii_text,cover,1,18,0.2195240920905804,0.020959373138568983,0.015691000540995904,,,
ascii_text,cover,1,19,0.0,0.03480289921311532,0.013718763942881506,,,
ascii_text,cover,1,20,0.0,0.4683281652123114,0.192461876123866,,,
ascii_text,cover,1,21,2.026826798841779e-39,0.01941539049302317,0.00026604133099672754,,,
ascii_text,cover,1,22,0.0,0.06300549627107752,0.02383397142606437,,,
ascii_text,cover,1,23,1.2215997011142896e-22,0.0,0.019271010063964228,,,
ascii_text,cover,1,24,8.662603408063465e-48,0.005130923295415994,0.0025313082822640944,,,
ascii_text,cover,1,25,1.949991634603566e-51,0.0028624600633730146,0.0,,,
ascii_text,cover,1,26,0.7622848759274033,0.0,0.005110464174320522,,,
ascii_text,cover,1,27,0.0,0.0,0.0,,,
ascii_text,cover,1,28,0.0004081507207802356,0.0,0.005418977866374009,,,
all_zeros,no_decomp,0,0,0.0,0.041082491650152195,0.017816812916963253,,,
all_zeros,full,0,0,0.0,0.09434775366259188,0.11221683876853056,,,
all_zeros,no_decomp,0,1,0.0,0.0,0.007658406231440937,,,
all_zeros,full,0,1,1.9411754573366153e-05,0.06767590123218332,0.08232998073935052,,,
all_zeros,no_decomp,0,2,1.5901381510616489e-261,0.0487726483000815,0.08300420781116585,,,
all_zeros,full,0,2,7.299319508549645e-14,0.13410315421930757,0.14356143044749473,,,
all_zeros,no_decomp,0,3,0.0,0.10227165466601837,0.04884090278083642,,,
all_zeros,full,0,3,1.4093278818056588e-71,0.21485502235907253,0.16941944854107155,,,
all_zeros,no_decomp,0,4,0.0,0.0,0.00449859443837077,,,
all_zeros,full,0,4,5.091435205717305e-63,0.06606419516878755,0.097695980324599,,,
all_zeros,no_decomp,0,5,0.0,0.0028464677268081246,0.0,,,
all_zeros,full,0,5,3.568692923617693e-73,0.06627793838181885,0.06694704336015375,,,
all_zeros,no_decomp,0,6,0.0,0.07387585981102401,0.002863466958354619,,,
all_zeros,full,0,6,6.066225426988272e-61,0.2035568606743303,0.1587450245819983,,,
all_zeros,no_decomp,0,7,1.1137675891497366e-223,0.0016190436827590293,0.039041004205188495,,,
all_zeros,full,0,7,0.9974626453171442,0.08642499890308278,0.11343723769563713,,,
all_zeros,no_decomp,0,8,0.0,0.0,0.001349459837253793,,,
all_zeros,full,0,8,4.724273129627709e-40,0.0701201493384255,0.09153340284725922,,,
all_zeros,no_decomp,0,9,2.122672998960481e-232,0.002554755202994766,0.0030128694859745185,,,
all_zeros,full,0,9,2.3430380316783207e-21,0.08364649423060642,0.08755853600855223,,,
all_zeros,no_decomp,0,10,0.0,0.37272596271551783,0.18736605330632125,,,
all_zeros,full,0,10,0.0,0.4400613457855811,0.2864029189318697,,,
all_zeros,no_decomp,0,11,0.0,0.014594550437259804,0.006223129601066954,,,
all_zeros,full,0,11,0.0,0.09063319231461198,0.0998660937462103,,,
all_zeros,no_decomp,0,12,0.0,0.0,0.0010836691662221658,,,
all_zeros,full,0,12,0.0,0.08121053056843579,0.08351732411501672,,,
all_zeros,no_decomp,0,13,4.9175310316014474e-285,0.0,0.0,,,
all_zeros,full,0,13,1.6434689377403486e-13,0.0994527343315285,0.09556581999946082,,,
all_zeros,no_decomp,0,14,8.710993988514994e-256,0.005142072188667284,0.005223299996977338,,,
all_zeros,full,0,14,4.0556897735604554e-17,0.08710985047181172,0.09622767345510241,,,
all_zeros,no_decomp,0,15,1.7363869016575073e-294,0.0,0.0,,,
all_zeros,full,0,15,3.7326013639831116e-14,0.08238711518480878,0.07068257979289366,,,
all_zeros,no_decomp,0,16,0.0,0.00879916055266965,0.0,,,
all_zeros,full,0,16,2.6602008782120255e-08,0.09641394075813854,0.08498429810216293,,,
all_zeros,no_decomp,0,17,1.1997420309488437e-241,0.0009446734783868375,0.004383430667797994,,,
all_zeros,full,0,17,0.14840843241268464,0.14548713829937274,0.09303992770234218,,,
all_zeros,no_decomp,0,18,1.1966466988727575e-213,0.04118596578914722,0.013691245933651897,,,
all_zeros,full,0,18,0.23399795418390484,0.08963066439304941,0.10380608810600635,,,
all_zeros,no_decomp,0,19,0.0,0.03642302862274128,0.0092266748950065,,,
all_zeros,full,0,19,3.031301985623761e-284,0.11183150255003517,0.10670729464457575,,,
all_zeros,no_decomp,0,20,0.0,0.4133121669180392,0.1462892715021588,,,
all_zeros,full,0,20,0.0,0.5346534128160961,0.3288942779571119,,,
all_zeros,no_decomp,0,21,0.0,0.019759119380479976,0.0027142354387115148,,,
all_zeros,full,0,21,8.138038824231541e-30,0.11261721937157056,0.09631146624273411,,,
all_zeros,no_decomp,0,22,0.0,0.058581155460448404,0.020512693900583367,,,
all_zeros,full,0,22,2.180236161248516e-211,0.1526731923288329,0.1340272631481574,,,
all_zeros,no_decomp,0,23,0.0,0.005124646068050037,0.013015145169492894,,,
all_zeros,full,0,23,5.845846270373157e-17,0.08629058584670475,0.1192092068300689,,,
all_zeros,no_decomp,0,24,1.9527457541898866e-269,0.007576343205315726,0.0036233003090969987,,,
all_zeros,full,0,24,4.2845382415628936e-39,0.08664303634780207,0.09684657744589761,,,
all_zeros,no_decomp,0,25,0.0,0.002581955391595576,0.0,,,
all_zeros,full,0,25,1.53626127207348e-41,0.07741843761241525,0.08307757051951915,,,
all_zeros,no_decomp,0,26,7.697642416112114e-223,0.0,0.0,,,
all_zeros,full,0,26,0.8079389575627691,0.016783406082542415,0.0770758662155687,,,
all_zeros,no_decomp,0,27,0.0,0.0,0.0,,,
all_zeros,full,0,27,0.0,0.07006078147212433,0.09255872049280395,,,
all_zeros,no_decomp,0,28,4.548246339736527e-249,0.0016870171595059745,0.005602749800279436,,,
all_zeros,full,0,28,0.005413600526933075,0.06548007306759414,0.08961252306729499,,,
all_zeros,cover,0,0,0.0,0.04022995370688525,0.01780475834231718,,,
all_zeros,cover,0,1,1.4600621832478588e-08,0.0,0.007903605650753338,,,
all_zeros,cover,0,2,5.309624594268073e-21,0.07321461434279733,0.08387105769291828,,,
all_zeros,cover,0,3,3.37607986769577e-91,0.10755389372325902,0.07057450628999633,,,
all_zeros,cover,0,4,3.400812610049536e-64,0.0,0.003949787491226781,,,
all_zeros,cover,0,5,1.0719656290594862e-84,0.0030101537347745435,0.0,,,
all_zeros,cover,0,6,8.435202413509356e-83,0.10836832262719738,0.0467851850008462,,,
all_zeros,cover,0,7,0.8933006816000942,0.007505896072164034,0.039928231448464545,,,
all_zeros,cover,0,8,7.677071895665625e-48,0.0,0.0,,,
all_zeros,cover,0,9,3.733534489569478e-22,0.00593783442561954,0.0,,,
all_zeros,cover,0,10,0.0,0.41467029626094876,0.22073847327209017,,,
all_zeros,cover,0,11,0.0,0.007937580280891263,0.006575236234637382,,,
all_zeros,cover,0,12,0.0,0.0,0.0,,,
all_zeros,cover,0,13,3.906484069535057e-17,0.0,0.0,,,
all_zeros,cover,0,14,8.749711751378213e-29,0.00390172924415872,0.004438234304130198,,,
all_zeros,cover,0,15,3.906484069535057e-17,0.0,0.0,,,
all_zeros,cover,0,16,8.159250511066146e-12,0.00602114395379416,0.0,,,
all_zeros,cover,0,17,0.05101594999135635,0.021654299520254307,0.005898903031078768,,,
all_zeros,cover,0,18,0.2195240920905804,0.020959373138568983,0.015691000540995904,,,
all_zeros,cover,0,19,0.0,0.03480289921311532,0.013718763942881506,,,
all_zeros,cover,0,20,0.0,0.4683281652123114,0.192461876123866,,,
all_zeros,cover,0,21,2.026826798841779e-39,0.01941539049302317,0.00026604133099672754,,,
all_zeros,cover,0,22,0.0,0.06300549627107752,0.02383397142606437,,,
all_zeros,cover,0,23,1.2215997011142896e-22,0.0,0.019271010063964228,,,
all_zeros,cover,0,24,8.662603408063465e-48,0.005130923295415994,0.0025313082822640944,,,
all_zeros,cover,0,25,1.949991634603566e-51,0.0028624600633730146,0.0,,,
all_zeros,cover,0,26,0.7622848759274033,0.0,0.005110464174320522,,,
all_zeros,cover,0,27,0.0,0.0,0.0,,,
all_zeros,cover,0,28,0.0004081507207802356,0.0,0.005418977866374009,,,
all_zeros,no_decomp,1,0,0.0,0.04078726152322098,0.01792732510980622,,,
all_zeros,full,1,0,0.0,0.09847541483171517,0.11764154366271021,,,
all_zeros,no_decomp,1,1,5.758664072614962e-253,0.0,0.010909808481316306,,,
all_zeros,full,1,1,5.0731651241827136e-06,0.07479942561232701,0.08385603262051901,,,
all_zeros,no_decomp,1,2,0.0,0.02728275762341729,0.06971801639782116,,,
all_zeros,full,1,2,0.25461543150407345,0.17892645524575454,0.17816599258662813,,,
all_zeros,no_decomp,1,3,0.0,0.10673575436406453,0.05207942624038362,,,
all_zeros,full,1,3,7.765295088421411e-66,0.18572207069329472,0.1508172983122947,,,
all_zeros,no_decomp,1,4,0.0,0.0,0.0049447967456738694,,,
all_zeros,full,1,4,3.215133640218045e-47,0.06836075795819391,0.08567297667068538,,,
all_zeros,no_decomp,1,5,0.0,0.0,0.0,,,
all_zeros,full,1,5,2.7395105385672177e-60,0.09958448504230528,0.08703827870933364,,,
all_zeros,no_decomp,1,6,0.0,0.08179566571409226,0.002863208579231109,,,
all_zeros,full,1,6,3.078101801550223e-75,0.20151091616587202,0.12393840876779678,,,
all_zeros,no_decomp,1,7,3.029282811338753e-228,0.0,0.03775787608641258,,,
all_zeros,full,1,7,0.9356862330377369,0.1072888978237405,0.12212668168178557,,,
all_zeros,no_decomp,1,8,0.0,0.0,0.0020086793355840005,,,
all_zeros,full,1,8,1.1473873587397825e-24,0.10879699510887449,0.13420683224763238,,,
all_zeros,no_decomp,1,9,1.0124679908951925e-246,0.010695762331985676,0.0022174761429776626,,,
all_zeros,full,1,9,7.429503703327098e-08,0.11176417803089868,0.11479753413026121,,,
all_zeros,no_decomp,1,10,0.0,0.3764318202048806,0.16938266074882832,,,
all_zeros,full,1,10,0.0,0.4261514126908258,0.25393986743538965,,,
all_zeros,no_decomp,1,11,0.0,0.010028239093483125,0.003818404802766303,,,
all_zeros,full,1,11,0.0,0.10051751586838348,0.10255975962190923,,,
all_zeros,no_decomp,1,12,0.0,0.00047869021231588583,0.0010734502086793244,,,
all_zeros,full,1,12,0.0,0.0814202451359191,0.09285440945643982,,,
all_zeros,no_decomp,1,13,3.1167787279462785e-267,0.0,0.0,,,
all_zeros,full,1,13,8.285590026549348e-14,0.09878947838563944,0.08754297077661378,,,
all_zeros,no_decomp,1,14,2.1233931262404975e-287,0.007442715224621342,0.0057935484403464806,,,
all_zeros,full,1,14,2.4449266420044503e-26,0.08708754507298849,0.10405931327007008,,,
all_zeros,no_decomp,1,15,5.790247315552242e-269,0.0,0.0,,,
all_zeros,full,1,15,6.456980662114448e-13,0.09589470903420569,0.0854019365343721,,,
all_zeros,no_decomp,1,16,2.1117333787352217e-295,0.011669689037151786,0.0,,,
all_zeros,full,1,16,4.318796597115768e-08,0.10131326449769479,0.10083090485012314,,,
all_zeros,no_decomp,1,17,5.128957643311835e-242,0.026367742136081024,0.011546542654157364,,,
all_zeros,full,1,17,0.3052038628424877,0.13103303246528458,0.11459079877686534,,,
all_zeros,no_decomp,1,18,3.1782204440614456e-204,0.04866181679769644,0.01764824411523891,,,
all_zeros,full,1,18,0.43960554804517743,0.10588058887268287,0.09934861812921532,,,
all_zeros,no_decomp,1,19,0.0,0.036270897063817434,0.005276575469724331,,,
all_zeros,full,1,19,5.0854267557935e-311,0.11017290322431214,0.1281943066181896,,,
all_zeros,no_decomp,1,20,0.0,0.4266194111063602,0.1419677757656054,,,
all_zeros,full,1,20,0.0,0.48721683039983815,0.25770001073889737,,,
all_zeros,no_decomp,1,21,0.0,0.021109054277017095,0.0023257813010409264,,,
all_zeros,full,1,21,7.440604996023384e-24,0.10922946081757452,0.09610018748538805,,,
all_zeros,no_decomp,1,22,0.0,0.06511161655249074,0.02230872206814357,,,
all_zeros,full,1,22,1.6224369246978035e-240,0.1316156205077737,0.11189771242775422,,,
all_zeros,no_decomp,1,23,1.711459643902493e-299,0.0,0.013922629416122228,,,
all_zeros,full,1,23,1.2576604013197106e-14,0.08126741573095256,0.12145159781821742,,,
all_zeros,no_decomp,1,24,3.082675669156621e-268,0.007232190435003479,0.0033444118002424433,,,
all_zeros,full,1,24,5.621010409409973e-33,0.08734116701144452,0.09891111191420159,,,
all_zeros,no_decomp,1,25,0.0,0.004931471637171861,0.0,,,
all_zeros,full,1,25,4.161064289146684e-47,0.07897700717085687,0.08819723677786194,,,
all_zeros,no_decomp,1,26,2.966302267843485e-202,0.0,0.0038490788786890175,,,
all_zeros,full,1,26,0.8809249851884746,0.05124245214248151,0.08960304736863962,,,
all_zeros,no_decomp,1,27,0.0,0.0,0.0,,,
all_zeros,full,1,27,0.0,0.07470430306233364,0.09227615749556087,,,
all_zeros,no_decomp,1,28,2.1495085203794795e-226,0.0,0.004525541066467657,,,
all_zeros,full,1,28,0.2868952860411618,0.09850240043934941,0.12599552366137792,,,
all_zeros,cover,1,0,0.0,0.04022995370688525,0.01780475834231718,,,
all_zeros,cover,1,1,1.4600621832478588e-08,0.0,0.007903605650753338,,,
all_zeros,cover,1,2,5.309624594268073e-21,0.07321461434279733,0.08387105769291828,,,
all_zeros,cover,1,3,3.37607986769577e-91,0.10755389372325902,0.07057450628999633,,,
all_zeros,cover,1,4,3.400812610049536e-64,0.0,0.003949787491226781,,,
all_zeros,cover,1,5,1.0719656290594862e-84,0.0030101537347745435,0.0,,,
all_zeros,cover,1,6,8.435202413509356e-83,0.10836832262719738,0.0467851850008462,,,
all_zeros,cover,1,7,0.8933006816000942,0.007505896072164034,0.039928231448464545,,,
all_zeros,cover,1,8,7.677071895665625e-48,0.0,0.0,,,
all_zeros,cover,1,9,3.733534489569478e-22,0.00593783442561954,0.0,,,
all_zeros,cover,1,10,0.0,0.41467029626094876,0.22073847327209017,,,
all_zeros,cover,1,11,0.0,0.007937580280891263,0.006575236234637382,,,
all_zeros,cover,1,12,0.0,0.0,0.0,,,
all_zeros,cover,1,13,3.906484069535057e-17,0.0,0.0,,,
all_zeros,cover,1,14,8.749711751378213e-29,0.00390172924415872,0.004438234304130198,,,
all_zeros,cover,1,15,3.906484069535057e-17,0.0,0.0,,,
all_zeros,cover,1,16,8.159250511066146e-12,0.00602114395379416,0.0,,,
all_zeros,cover,1,17,0.05101594999135635,0.021654299520254307,0.005898903031078768,,,
all_zeros,cover,1,18,0.2195240920905804,0.020959373138568983,0.015691000540995904,,,
all_zeros,cover,1,19,0.0,0.03480289921311532,0.013718763942881506,,,
all_zeros,cover,1,20,0.0,0.4683281652123114,0.192461876123866,,,
all_zeros,cover,1,21,2.026826798841779e-39,0.01941539049302317,0.00026604133099672754,,,
all_zeros,cover,1,22,0.0,0.06300549627107752,0.02383397142606437,,,
all_zeros,cover,1,23,1.2215997011142896e-22,0.0,0.019271010063964228,,,
all_zeros,cover,1,24,8.662603408063465e-48,0.005130923295415994,0.0025313082822640944,,,
all_zeros,cover,1,25,1.949991634603566e-51,0.0028624600633730146,0.0,,,
all_zeros,cover,1,26,0.7622848759274033,0.0,0.005110464174320522,,,
all_zeros,cover,1,27,0.0,0.0,0.0,,,
all_zeros,cover,1,28,0.0004081507207802356,0.0,0.005418977866374009,,,
